image_name,ocr_output,character_accuracy,levenshtein_distance,CER,WER
ARIAL.png,"| am already far north of London, and as | walk in the streets of Petersburgh, | feel a cold northern breeze
play upon my cheeks, which braces my nerves and fills me with delight. Do you understand this feeling? This
breeze, which has travelled from the regions towards which | am advancing, gives me a foretaste of those icy
climes. Inspirited by this wind of promise, my daydreams become more fervent and vivid. | try in vain to be
persuaded that the pole is the seat of frost and desolation; it ever presents itself to my imagination as the
region of beauty and delight. There, Margaret, the sun is for ever visible, its broad disk just skirting the
horizon and diffusing a perpetual splendour. There—for with your leave, my sister, | will put some trust in
preceding navigators—there snow and frost are banished, and, sailing over a calm sea, we may be wafted to
a land surpassing in wonders and in beauty every region hitherto discovered on the habitable globe. Its
productions and features may be without example, as the phenomena of the heavenly bodies undoubtedly
are in those undiscovered solitudes. What may not be expected in a country of eternal light? | may there
discover the wondrous power which attracts the needle and may regulate a thousand celestial observations
that require only this voyage to render their seeming eccentricities consistent for ever. | shall satiate my
ardent curiosity with the sight of a part of the world never before visited, and may tread a land never before
imprinted by the foot of man. These are my enticements, and they are sufficient to conquer all fear of danger
or death and to induce me to commence this laborious voyage with the joy a child feels when he embarks in
alittle boat, with his holiday mates, on an expedition of discovery up his native river. But supposing all these
conjectures to be false, you cannot contest the inestimable benefit which | shall confer on all mankind, to the
last generation, by discovering a passage near the pole to those countries, to reach which at present so
many months are requisite; or by ascertaining the secret of the magnet, which, if at all possible, can only be
effected by an undertaking such as mine.
",0.985454545454546,32,0.0145454545454545,0.0286458333333333
ARIALBD 1.png,"1 am already far north of London, and as | walk in the streets of Petersburgh, I feel a cold northern
breeze play upon my cheeks, which braces my nerves and fills me with delight. Do you understand
this feeling? This breeze, which has travelled from the regions towards which I am advancing, gives
me a foretaste of those icy climes. Inspirited by this wind of promise, my daydreams become more
fervent and vivid. | try in vain to be persuaded that the pole is the seat of frost and desolation; it ever
presents itself to my imagination as the region of beauty and delight. There, Margaret, the sun is for
ever visible, its broad disk just skirting the horizon and diffusing a perpetual splendour. There—for
with your leave, my sister, | will put some trust in preceding navigators—there snow and frost are
banished; and, sailing over a calm sea, we may be wafted to a land surpassing in wonders and in
beauty every region hitherto discovered on the habitable globe. Its productions and features may be
without example, as the phenomena of the heavenly bodies undoubtedly are in those undiscovered
solitudes. What may not be expected in a country of eternal light? I may there discover the wondrous
power which attracts the needle and may regulate a thousand celestial observations that require only
this voyage to render their seeming eccentricities consistent for ever. | shall satiate my ardent
curiosity with the sight of a part of the world never before visited, and may tread a land never before
imprinted by the foot of man. These are my enticements, and they are sufficient to conquer alll fear of
danger or death and to induce me to commence this laborious voyage with the joy a child feels when
he embarks in a little boat, with his holiday mates, on an expedition of discovery up his native river.
But supposing all these conjectures to be false, you cannot contest the inestimable benefit which |
shall confer on all mankind, to the last generation, by discovering a passage near the pole to those
countries, to reach which at present so many months are requisite; or by ascertaining the secret of
the magnet, which, if at all possible, can only be effected by an undertaking such as mine.
",0.986818181818182,29,0.0131818181818182,0.0182291666666667
ARIALBD.png,"1 am already far north of London, and as | walk in the streets of Petersburgh, I feel a cold northern
breeze play upon my cheeks, which braces my nerves and fills me with delight. Do you understand
this feeling? This breeze, which has travelled from the regions towards which I am advancing, gives
me a foretaste of those icy climes. Inspirited by this wind of promise, my daydreams become more
fervent and vivid. | try in vain to be persuaded that the pole is the seat of frost and desolation; it ever
presents itself to my imagination as the region of beauty and delight. There, Margaret, the sun is for
ever visible, its broad disk just skirting the horizon and diffusing a perpetual splendour. There—for
with your leave, my sister, | will put some trust in preceding navigators—there snow and frost are
banished; and, sailing over a calm sea, we may be wafted to a land surpassing in wonders and in
beauty every region hitherto discovered on the habitable globe. Its productions and features may be
without example, as the phenomena of the heavenly bodies undoubtedly are in those undiscovered
solitudes. What may not be expected in a country of eternal light? I may there discover the wondrous
power which attracts the needle and may regulate a thousand celestial observations that require only
this voyage to render their seeming eccentricities consistent for ever. | shall satiate my ardent
curiosity with the sight of a part of the world never before visited, and may tread a land never before
imprinted by the foot of man. These are my enticements, and they are sufficient to conquer alll fear of
danger or death and to induce me to commence this laborious voyage with the joy a child feels when
he embarks in a little boat, with his holiday mates, on an expedition of discovery up his native river.
But supposing all these conjectures to be false, you cannot contest the inestimable benefit which |
shall confer on all mankind, to the last generation, by discovering a passage near the pole to those
countries, to reach which at present so many months are requisite; or by ascertaining the secret of
the magnet, which, if at all possible, can only be effected by an undertaking such as mine.
",0.986818181818182,29,0.0131818181818182,0.0182291666666667
ARIALBI 1.png,"1am already far north of London, and as | walk in the streets of Petersburgh, | feel a cold northern
breeze play upon my cheeks, which braces my nerves and fills me with delight. Do you understand
this feeling? This breeze, which has travelled from the regions towards which | am advancing, gives
me a foretaste of those icy climes. Inspirited by this wind of promise, my daydreams become more
fervent and vivid. I try in vain to be persuaded that the pole is the seat of frost and desolation; it ever
presents itself to my imagination as the region of beauty and delight. There, Margaret, the sun is for
ever visible, its broad disk just skirting the horizon and diffusing a perpetual splendour. There—for
with your leave, my sister, I will put some trust in preceding navigators—there snow and frost are
banished; and, sailing over a calm sea, we may be wafted to a land surpassing in wonders and in
beauty every region hitherto discovered on the habitable globe. Its productions and features may be
without example, as the phenomena of the heavenly bodies undoubtedly are in those undiscovered
solitudes. What may not be expected in a country of eternal light? I may there discover the wondrous
power which attracts the needle and may regulate a thousand celestial observations that require only
this voyage to render their seeming eccentricities consistent for ever. | shall satiate my ardent
curiosity with the sight of a part of the world never before visited, and may tread a land never before
imprinted by the foot of man. These are my enticements, and they are sufficient to conquer all fear of
danger or death and to induce me to commence this laborious voyage with the joy a child feels when
he embarks in a little boat, with his holiday mates, on an expedition of discovery up his native river.
But supposing all these conjectures to be false, you cannot contest the inestimable benefit which |
shall confer on all mankind, to the last generation, by discovering a passage near the pole to those
countries, to reach which at present so many months are requisite; or by ascertaining the secret of
the magnet, which, if at all possible, can only be effected by an undertaking such as mine.
",0.986818181818182,29,0.0131818181818182,0.0182291666666667
ARIALBI.png,"1am already far north of London, and as | walk in the streets of Petersburgh, | feel a cold northern
breeze play upon my cheeks, which braces my nerves and fills me with delight. Do you understand
this feeling? This breeze, which has travelled from the regions towards which | am advancing, gives
me a foretaste of those icy climes. Inspirited by this wind of promise, my daydreams become more
fervent and vivid. I try in vain to be persuaded that the pole is the seat of frost and desolation; it ever
presents itself to my imagination as the region of beauty and delight. There, Margaret, the sun is for
ever visible, its broad disk just skirting the horizon and diffusing a perpetual splendour. There—for
with your leave, my sister, I will put some trust in preceding navigators—there snow and frost are
banished; and, sailing over a calm sea, we may be wafted to a land surpassing in wonders and in
beauty every region hitherto discovered on the habitable globe. Its productions and features may be
without example, as the phenomena of the heavenly bodies undoubtedly are in those undiscovered
solitudes. What may not be expected in a country of eternal light? I may there discover the wondrous
power which attracts the needle and may regulate a thousand celestial observations that require only
this voyage to render their seeming eccentricities consistent for ever. | shall satiate my ardent
curiosity with the sight of a part of the world never before visited, and may tread a land never before
imprinted by the foot of man. These are my enticements, and they are sufficient to conquer all fear of
danger or death and to induce me to commence this laborious voyage with the joy a child feels when
he embarks in a little boat, with his holiday mates, on an expedition of discovery up his native river.
But supposing all these conjectures to be false, you cannot contest the inestimable benefit which |
shall confer on all mankind, to the last generation, by discovering a passage near the pole to those
countries, to reach which at present so many months are requisite; or by ascertaining the secret of
the magnet, which, if at all possible, can only be effected by an undertaking such as mine.
",0.986818181818182,29,0.0131818181818182,0.0182291666666667
ARIALBLACKITALIC.png,"1am already far north of London, and as I walk in the streets of Petersburgh, I feel a
cold northern breeze play upon my cheeks, which braces my nerves and fills me with
delight. Do you understand this feeling? This breeze, which has travelled from the
regions towards which I am advancing, gives me a foretaste of those icy climes.
Inspirited by this wind of promise, my daydreams become more fervent and vivid. I try
in vain to be persuaded that the pole is the seat of frost and desolation; it ever presents
itself to my imagination as the region of beauty and delight. There, Margaret, the sun is
for ever visible, its broad disk just skirting the horizon and diffusing a perpetual
splendour. There—for with your leave, my sister, I will put some trust in preceding
navigators—there snow and frost are banished; and, sailing over a calm sea, we may be
wafted to a land surpassing in wonders and in beauty every region hitherto discovered
on the habitable globe. Its productions and features may be without example, as the
phenomena of the heavenly bodies undoubtedly are in those undiscovered solitudes.
What may not be expected in a country of eternal light? I may there discover the
wondrous power which attracts the needle and may regulate a thousand celestial
observations that require only this voyage to render their seeming eccentricities
consistent for ever. I shall satiate my ardent curiosity with the sight of a part of the
world never before visited, and may tread a land never before imprinted by the foot of
man. These are my enticements, and they are sufficient to conquer all fear of danger or
death and to induce me to commence this laborious voyage with the joy a child feels
when he embarks in a little boat, with his holiday mates, on an expedition of discovery
up his native river. But supposing all these conjectures to be false, you cannot contest
the inestimable benefit which I shall confer on all mankind, to the last generation, by
discovering a passage near the pole to those countries, to reach which at present so
many months are requisite; or by ascertaining the secret of the magnet, which, if at all
possible, can only be effected by an undertaking such as mine.
",0.987272727272727,28,0.0127272727272727,0.00520833333333333
ArialCE.png,"lam already far north of London, and as | walk in the streets of Petersburgh, | feel a cold northem breeze
play upon my cheeks, which braces my nerves and fills me with delight. Do you understand this feeling? This
breeze, which has travelled from the regions towards which | am advancing, gives me a foretaste of those icy
climes. Inspirited by this wind of promise, my daydreams become more fervent and vivid. | try in vain to be
persuaded that the pole is the seat of fost and desolation; it ever presents itself to my imagination as the
region of beauty and delight. There, Margaret, the sun is for ever visible, its broad disk just skirting the
horizon and diffusing a perpetual splendour. There for with your leave, my sister, | will put some trust in
preceding navigators there snow and fost are banished; and, sailing over a calm sea, we may be watted to a
land surpassing in wonders and in beauty every region hitherto discovered on the habitable globe. Its
productions and features may be without example, as the phenomena of the heavenly bodies undoubtedly
are in those undiscovered solitudes. What may not be expected in a country of eternal light? | may there
discover the wondrous power which attracts the needle and may regulate a thousand celestial observations
that require only this voyage to render their seeming eccentricities consistent for ever. | shall satiate my
ardent curiosity with the sight of a part of the world never before visited, and may tread a land never before
imprinted by the foot of man. These are my enficements, and they are suficient to conquer all fear of danger
or death and to induce me to commence this laborious voyage with the joy a child feels when he embarks in a
litte boat, with his holiday mates, on an expedition of discovery up his native river. But supposing all these
conjectures to be false, you cannot contest the inestimable benefit which | shall con‘er on all mankind, to the
last generation, by discovering a passage near the pole to those counties, to reach which at present so many
months are requisite; or by ascertaining the secret of the magnet, which, if at all possible, can only be
effected by an undertaking such as mine.
",0.980454545454546,43,0.0195454545454545,0.0572916666666667
arialceb.png,"1 am already far north of London, and as | walk in the streets of Petersburgh, I feel a cold northern
breeze play upon my cheeks, which braces my nerves and fills me with delight. Do you understand
this feeling? This breeze, which has travelled from the regions towards which I am advancing, gives
me a foretaste of those icy climes. Inspirited by this wind of promise, my daydreams become more
fervent and vivid. | try in vain to be persuaded that the pole is the seat of frost and desolation; it ever
presents itself to my imagination as the region of beauty and delight. There, Margaret, the sun is for
ever visible, its broad disk just skirting the horizon and diffusing a perpetual splendour. There—for
with your leave, my sister, | will put some trust in preceding navigators—there snow and frost are
banished; and, sailing over a calm sea, we may be wafted to a land surpassing in wonders and in
beauty every region hitherto discovered on the habitable globe. Its productions and features may be
without example, as the phenomena of the heavenly bodies undoubtedly are in those undiscovered
solitudes. What may not be expected in a country of eternal light? | may there discover the wondrous
power which attracts the needle and may regulate a thousand celestial observations that require only
this voyage to render their seeming eccentricities consistent for ever. | shall satiate my ardent
curiosity with the sight of a part of the world never before visited, and may tread a land never before
imprinted by the foot of man. These are my enticements, and they are sufficient to conquer alll fear of
danger or death and to induce me to commence this laborious voyage with the joy a child feels when
he embarks in a little boat, with his holiday mates, on an expedition of discovery up his native river.
But supposing all these conjectures to be false, you cannot contest the inestimable benefit which |
shall confer on all mankind, to the last generation, by discovering a passage near the pole to those
countries, to reach which at present so many months are requisite; or by ascertaining the secret of
the magnet, which, if at all possible, can only be effected by an undertaking such as mine.
",0.986363636363636,30,0.0136363636363636,0.0208333333333333
ArialCEBoldItalic.png,"1 am already far north of London, and as | walk in the streets of Petersburgh, I feel a cold northern
breeze play upon my cheeks, which braces my nerves and fills me with delight. Do you understand
this feeling? This breeze, which has travelled from the regions towards which | am advancing, gives
me a foretaste of those icy climes. Inspirited by this wind of promise, my daydreams become more
fervent and vivid. | try in vain to be persuaded that the pole is the seat of frost and desolation; it ever
presents itself to my imagination as the region of beauty and delight. There, Margaret, the sun is for
ever visible, its broad disk just skirting the horizon and diffusing a perpetual splendour. There for
with your leave, my sister, I will put some trust in preceding navigators there snow and frost are
banished; and, sailing over a calm sea, we may be wafted to a land surpassing in wonders and in
beauty every region hitherto discovered on the habitable globe. Its productions and features may be
without example, as the phenomena of the heavenly bodies undoubtedly are in those undiscovered
solitudes. What may not be expected in a country of eternal light? | may there discover the wondrous
power which attracts the needle and may regulate a thousand celestial observations that require only
this voyage to render their seeming eccentricities consistent for ever. | shall satiate my ardent
curiosity with the sight of a part of the world never before visited, and may tread a land never before
imprinted by the foot of man. These are my enticements, and they are sufficient to conquer all fear of
danger or death and to induce me to commence this laborious voyage with the joy a child feels when
he embarks in alittle boat, with his holiday mates, on an expedition of discovery up his native river.
But supposing all these conjectures to be false, you cannot contest the inestimable benefit which |
shall confer on all mankind, to the last generation, by discovering a passage near the pole to those
countries, to reach which at present so many months are requisite; or by ascertaining the secret of
the magnet, which, if at all possible, can only be effected by an undertaking such as mine.
",0.985454545454546,32,0.0145454545454545,0.0260416666666667
ArialCEItalic.png,"1am already far north of London, and as | walk in the streets of Petersburgh, | feel a cold northem breeze
play upon my cheeks, which braces my nerves and fills me with delight. Do you understand this feeling? This
breeze, which has travelled from the regions towards which | am advancing, gives me a foretaste of those icy
climes. Inspirited by this wind of promise, my daydreams become more fervent and vivid. I try in vain to be
persuaded that the pole is the seat of frost and desolation; it ever presents itself to my imagination as the
region of beauty and delight. There, Margaret, the sun is for ever visible, its broad disk just skirting the
horizon and diffusing a perpetual splendour. There for with your leave, my sister, | will put some trust in
preceding navigators there snow and frost are banished; and, sailing over a calm sea, we may be wafted to a
Jand surpassing in wonders and in beauty every region hitherto discovered on the habitable globe. Its
productions and features may be without example, as the phenomena of the heavenly bodies undoubtedly
are in those undiscovered solitudes. What may not be expected in a country of eternal light? | may there
discover the wondrous power which attracts the needle and may regulate a thousand celestial observations
that require only this voyage to render their seeming eccentricities consistent for ever. | shall satiate my
ardent curiosity with the sight of a part of the world never before visited, and may tread a land never before
imprinted by the foot of man. These are my enticements, and they are sufficient to conquer all fear of danger
or death and to induce me to commence this laborious voyage with the joy a child feels when he embarks in a
little boat, with his holiday mates, on an expedition of discovery up his native river. But supposing all these
conjectures to be false, you cannot contest the inestimable benefit which I shall confer on all mankind, to the
last generation, by discovering a passage near the pole to those countries, to reach which at present so many
months are requisite; or by ascertaining the secret of the magnet, which, if at all possible, can only be
effected by an undertaking such as mine.
",0.984545454545455,34,0.0154545454545455,0.0338541666666667
